PHP 7.2.14 Development Server started at Fri Feb  1 11:20:55 2019
Listening on http://localhost:8181
Document root is /home/wangye/github/Think-php-Group-buying/public
Press Ctrl-C to quit.
[Fri Feb  1 16:01:16 2019] 127.0.0.1:44164 [200]: /static/index/image/slide-arrow-right.png
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44176 [200]: /
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44180 [200]: /static/index/css/base.css
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44184 [200]: /static/index/css/common.css
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44188 [200]: /static/index/css/index.css
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44192 [200]: /static/index/js/html5shiv.js
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44196 [200]: /static/index/js/respond.min.js
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44200 [200]: /static/index/js/jquery-1.11.3.min.js
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44204 [200]: /static/index/image/logo.png
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44208 [200]: /static/index/image/a1ec08fa513d2697b85e74c35dfbb2fb4216d89b.jpg
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44212 [200]: /static/index/image/63d0f703918fa0ec7c51e2912e9759ee3c6ddb9c.jpg
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44216 [200]: /static/index/image/72f082025aafa40f9205eb43a364034f79f01968.jpg
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44220 [200]: /static/index/image/b219ebc4b74543a9c6c87b8e18178a82b80114a4.jpg
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44224 [200]: /static/index/image/arrow-down_3d94809.png
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44228 [200]: /static/index/image/all-arrow_9cc750f.png
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44236 [200]: /static/index/image/white-locate_b59a216.png
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44232 [200]: /static/index/image/free-appointment_d550c8b.png
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44240 [200]: /favicon.ico
[Fri Feb  1 16:01:39 2019] 127.0.0.1:44244 [200]: /
[Fri Feb  1 16:01:40 2019] 127.0.0.1:44248 [200]: /static/index/css/base.css
[Fri Feb  1 16:01:40 2019] 127.0.0.1:44252 [200]: /static/index/css/common.css
[Fri Feb  1 16:01:40 2019] 127.0.0.1:44260 [200]: /static/index/js/html5shiv.js
[Fri Feb  1 16:01:40 2019] 127.0.0.1:44256 [200]: /static/index/css/index.css
[Fri Feb  1 16:01:40 2019] 127.0.0.1:44264 [200]: /static/index/js/respond.min.js
[Fri Feb  1 16:01:40 2019] 127.0.0.1:44268 [200]: /static/index/js/jquery-1.11.3.min.js
[Fri Feb  1 16:01:40 2019] 127.0.0.1:44272 [200]: /static/index/image/logo.png
[Fri Feb  1 16:01:40 2019] 127.0.0.1:44276 [200]: /static/index/image/a1ec08fa513d2697b85e74c35dfbb2fb4216d89b.jpg
[Fri Feb  1 16:01:40 2019] 127.0.0.1:44280 [200]: /static/index/image/63d0f703918fa0ec7c51e2912e9759ee3c6ddb9c.jpg
[Fri Feb  1 16:01:40 2019] 127.0.0.1:44284 [200]: /static/index/image/72f082025aafa40f9205eb43a364034f79f01968.jpg
[Fri Feb  1 16:01:40 2019] 127.0.0.1:44288 [200]: /static/index/image/b219ebc4b74543a9c6c87b8e18178a82b80114a4.jpg
[Fri Feb  1 16:01:40 2019] 127.0.0.1:44292 [200]: /static/index/image/arrow-down_3d94809.png
[Fri Feb  1 16:01:40 2019] 127.0.0.1:44296 [200]: /static/index/image/all-arrow_9cc750f.png
